,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Court_Indoor,Court_Outdoor,Surface_Clay,Surface_Grass,Surface_Hard,Round_1st Round,Round_2nd Round,Round_3rd Round,Round_4th Round,Round_Quarterfinals,Round_Round Robin,Round_Semifinals,Round_The Final,player1_round1,player2_round1,player1_round2,player2_round2,player1_round3,player2_round3,player1_round4,player2_round4,player1_round5,player2_round5
3123,3,Haase,Montanes,Montanes,44,72,957,701,1.53,2.37,False,True,True,False,False,True,False,False,False,False,False,False,False,1,6,6,7,0,0,0,0,0,0
3124,3,Andujar,Klizan,Andujar,40,108,1006,514,1.57,2.25,False,True,True,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0
3125,3,Lajovic,Robredo,Robredo,100,17,555,2050,6.0,1.12,False,True,True,False,False,False,True,False,False,False,False,False,False,2,6,1,6,0,0,0,0,0,0
3126,3,Bellucci,Monaco,Bellucci,130,42,442,1000,2.2,1.61,False,True,True,False,False,False,True,False,False,False,False,False,False,4,6,6,3,6,3,0,0,0,0
3127,3,Delbonis,Ferrer,Ferrer,61,4,744,5440,9.0,1.07,False,True,True,False,False,False,True,False,False,False,False,False,False,6,7,1,6,0,0,0,0,0,0
3128,3,Dolgopolov,Bagnis,Dolgopolov,54,125,860,456,1.2,4.33,False,True,True,False,False,False,True,False,False,False,False,False,False,6,7,6,2,7,6,0,0,0,0
3129,3,Cuevas,Fognini,Fognini,231,14,215,2260,4.0,1.22,False,True,True,False,False,False,True,False,False,False,False,False,False,6,7,6,4,3,6,0,0,0,0
3130,3,Nadal,Montanes,Nadal,1,72,14085,701,1.02,19.0,False,True,True,False,False,False,True,False,False,False,False,False,False,6,1,6,2,0,0,0,0,0,0
3131,3,Ramos,Sousa,Sousa,87,48,623,907,1.36,3.0,False,True,True,False,False,False,True,False,False,False,False,False,False,6,7,6,2,3,6,0,0,0,0
3132,3,Dolgopolov,Fognini,Dolgopolov,54,14,860,2260,2.37,1.57,False,True,True,False,False,False,False,False,False,True,False,False,False,6,1,6,1,0,0,0,0,0,0
3133,3,Bellucci,Ferrer,Ferrer,130,4,442,5440,6.0,1.12,False,True,True,False,False,False,False,False,False,True,False,False,False,6,4,3,6,3,6,0,0,0,0
3134,3,Andujar,Robredo,Andujar,40,17,1006,2050,3.4,1.33,False,True,True,False,False,False,False,False,False,True,False,False,False,6,1,6,1,0,0,0,0,0,0
3135,3,Ferrer,Dolgopolov,Dolgopolov,4,54,5440,860,1.22,4.33,False,True,True,False,False,False,False,False,False,False,False,True,False,4,6,4,6,0,0,0,0,0,0
3136,3,Nadal,Andujar,Nadal,1,40,14085,1006,1.01,21.0,False,True,True,False,False,False,False,False,False,False,False,True,False,2,6,6,3,7,6,0,0,0,0
3137,3,Dolgopolov,Nadal,Nadal,54,1,860,14085,5.5,1.14,False,True,True,False,False,False,False,False,False,False,False,False,True,3,6,6,7,0,0,0,0,0,0
3138,3,Sela,Falla,Sela,73,79,703,662,1.83,1.83,False,True,False,False,True,True,False,False,False,False,False,False,False,6,1,6,4,0,0,0,0,0,0
3139,3,Ebden,Chardy,Chardy,62,46,741,940,3.0,1.36,False,True,False,False,True,True,False,False,False,False,False,False,False,5,7,0,6,0,0,0,0,0,0
3140,3,Querrey,Hank,Querrey,56,646,800,39,1.02,17.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,7,6,4,6,3,0,0,0,0
3141,3,Roger-Vasselin,Lopez,Lopez,35,37,1133,1100,2.25,1.57,False,True,False,False,True,True,False,False,False,False,False,False,False,4,6,2,6,0,0,0,0,0,0
3142,3,Anderson,Robert,Anderson,21,94,1685,595,1.28,3.5,False,True,False,False,True,True,False,False,False,False,False,False,False,6,2,7,6,0,0,0,0,0,0
3143,3,Mannarino,Sousa,Sousa,67,44,726,991,1.72,2.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,1,2,6,2,6,0,0,0,0
3144,3,Karlovic,Isner,Karlovic,55,13,827,2320,2.25,1.57,False,True,False,False,True,True,False,False,False,False,False,False,False,7,6,7,6,0,0,0,0,0,0
3145,3,Pospisil,Dolgopolov,Dolgopolov,27,38,1359,1070,2.1,1.66,False,True,False,False,True,True,False,False,False,False,False,False,False,2,6,2,6,0,0,0,0,0,0
3146,3,Ferrer,Kukushkin,Ferrer,4,57,5370,781,1.12,6.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,2,6,3,0,0,0,0,0,0
3147,3,Lu,Gulbis,Gulbis,47,18,930,1788,4.0,1.22,False,True,False,False,True,True,False,False,False,False,False,False,False,1,6,1,6,0,0,0,0,0,0
3148,3,Simon,Smyczek,Simon,23,105,1485,537,1.36,3.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,1,6,2,0,0,0,0,0,0
3149,3,Matosevic,Dimitrov,Dimitrov,71,22,709,1675,3.5,1.28,False,True,False,False,True,True,False,False,False,False,False,False,False,5,7,1,6,0,0,0,0,0,0
3150,3,Young,Nieminen,Young,91,41,602,1020,3.0,1.36,False,True,False,False,True,True,False,False,False,False,False,False,False,6,3,6,3,0,0,0,0,0,0
3151,3,Kubot,Goffin,Goffin,83,107,651,532,2.75,1.4,False,True,False,False,True,True,False,False,False,False,False,False,False,4,6,6,2,4,6,0,0,0,0
3152,3,Baghdatis,Reyes-Varela,Baghdatis,149,502,365,69,1.08,8.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,2,6,4,0,0,0,0,0,0
3153,3,Andujar,Murray,Murray,34,7,1166,4795,8.0,1.08,False,True,False,False,True,True,False,False,False,False,False,False,False,6,3,1,6,2,6,0,0,0,0
3154,3,Dolgopolov,Chardy,Dolgopolov,38,46,1070,940,1.57,2.25,False,True,False,False,True,False,True,False,False,False,False,False,False,6,3,6,4,0,0,0,0,0,0
3155,3,Querrey,Anderson,Anderson,56,21,800,1685,2.5,1.5,False,True,False,False,True,False,True,False,False,False,False,False,False,6,7,4,6,0,0,0,0,0,0
3156,3,Simon,Young,Simon,23,91,1485,602,1.25,3.75,False,True,False,False,True,False,True,False,False,False,False,False,False,6,4,6,3,0,0,0,0,0,0
3157,3,Sela,Karlovic,Karlovic,73,55,703,827,2.62,1.44,False,True,False,False,True,False,True,False,False,False,False,False,False,6,7,2,6,0,0,0,0,0,0
3158,3,Ferrer,Lopez,Ferrer,4,37,5370,1100,1.28,3.5,False,True,False,False,True,False,True,False,False,False,False,False,False,7,6,6,2,0,0,0,0,0,0
3159,3,Goffin,Gulbis,Gulbis,107,18,532,1788,5.5,1.14,False,True,False,False,True,False,True,False,False,False,False,False,False,1,6,6,3,6,7,0,0,0,0
3160,3,Dimitrov,Baghdatis,Dimitrov,22,149,1675,365,1.18,4.5,False,True,False,False,True,False,True,False,False,False,False,False,False,6,1,6,4,0,0,0,0,0,0
3161,3,Sousa,Murray,Murray,44,7,991,4795,11.0,1.05,False,True,False,False,True,False,True,False,False,False,False,False,False,3,6,4,6,0,0,0,0,0,0
3162,3,Dolgopolov,Karlovic,Dolgopolov,38,55,1070,827,1.44,2.62,False,True,False,False,True,False,False,False,False,True,False,False,False,6,4,7,6,0,0,0,0,0,0
3163,3,Ferrer,Anderson,Anderson,4,21,5370,1685,1.3,3.4,False,True,False,False,True,False,False,False,False,True,False,False,False,6,2,2,4,0,0,0,0,0,0
3164,3,Murray,Simon,Murray,7,23,4795,1485,1.14,5.5,False,True,False,False,True,False,False,False,False,True,False,False,False,1,6,7,6,6,2,0,0,0,0
3165,3,Gulbis,Dimitrov,Dimitrov,18,22,1788,1675,1.9,1.8,False,True,False,False,True,False,False,False,False,True,False,False,False,6,4,6,7,5,7,0,0,0,0
3166,3,Anderson,Dolgopolov,Anderson,21,38,1685,1070,2.75,1.44,False,True,False,False,True,False,False,False,False,False,False,True,False,6,1,5,7,6,4,0,0,0,0
3167,3,Murray,Dimitrov,Dimitrov,7,22,4795,1675,1.44,2.75,False,True,False,False,True,False,False,False,False,False,False,True,False,6,4,6,7,6,7,0,0,0,0
3168,3,Dimitrov,Anderson,Dimitrov,22,21,1675,1685,1.44,2.75,False,True,False,False,True,False,False,False,False,False,False,False,True,7,6,3,6,7,6,0,0,0,0
3169,3,Ungur,Bautista,Bautista,126,51,469,885,5.5,1.14,False,True,False,False,True,True,False,False,False,False,False,False,False,1,6,3,6,0,0,0,0,0,0
3170,3,Tursunov,Lacko,Tursunov,29,101,1257,552,1.53,2.37,False,True,False,False,True,True,False,False,False,False,False,False,False,7,5,6,1,0,0,0,0,0,0
3171,3,Mayer,Seppi,Seppi,30,31,1245,1210,1.5,2.5,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,1,6,5,7,0,0,0,0
3172,3,Federer,Becker,Federer,8,90,4305,605,1.03,15.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,1,6,4,0,0,0,0,0,0
3173,3,De,Kohlschreiber,Kohlschreiber,150,26,362,1375,4.0,1.22,False,True,False,False,True,True,False,False,False,False,False,False,False,3,6,3,6,0,0,0,0,0,0
3174,3,Berdych,Copil,Berdych,6,159,4890,335,1.03,15.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,3,6,4,0,0,0,0,0,0
3175,3,Brands,Rosol,Rosol,69,49,719,906,1.53,2.37,False,True,False,False,True,True,False,False,False,False,False,False,False,6,7,4,6,0,0,0,0,0,0
3176,3,Youzhny,Przysiezny,Youzhny,15,75,2100,685,1.22,4.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,3,6,4,0,0,0,0,0,0
3177,3,Russell,Stepanek,Stepanek,106,48,537,925,3.0,1.36,False,True,False,False,True,True,False,False,False,False,False,False,False,7,5,3,6,1,6,0,0,0,0
3178,3,Jaziri,Sijsling,Jaziri,137,53,412,846,3.25,1.33,False,True,False,False,True,True,False,False,False,False,False,False,False,0,6,6,4,7,6,0,0,0,0
3179,3,Del,Devvarman,Devvarman,5,78,4960,662,1.06,10.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,7,0,0,0,0,0,0,0,0
3180,3,Stakhovsky,Dodig,Stakhovsky,88,33,619,1170,2.62,1.44,False,True,False,False,True,True,False,False,False,False,False,False,False,7,6,6,7,6,2,0,0,0,0
3181,3,Gabashvili,Ward,Ward,60,177,761,291,1.4,2.75,False,True,False,False,True,True,False,False,False,False,False,False,False,6,2,4,6,6,7,0,0,0,0
3182,3,Djokovic,Istomin,Djokovic,2,54,10580,830,1.02,17.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,3,6,3,0,0,0,0,0,0
3183,3,Golubev,Davydenko,Davydenko,72,63,705,735,2.5,1.5,False,True,False,False,True,True,False,False,False,False,False,False,False,6,7,4,6,0,0,0,0,0,0
3184,3,Tsonga,Hanescu,Tsonga,10,80,2785,661,1.12,6.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,2,6,4,0,0,0,0,0,0
3185,3,Devvarman,Jaziri,Jaziri,78,137,662,412,1.4,2.75,False,True,False,False,True,False,True,False,False,False,False,False,False,3,6,5,7,0,0,0,0,0,0
3186,3,Kohlschreiber,Seppi,Kohlschreiber,26,31,1375,1210,1.33,3.25,False,True,False,False,True,False,True,False,False,False,False,False,False,6,3,6,3,0,0,0,0,0,0
3187,3,Tursunov,Rosol,Rosol,29,49,1257,906,1.4,2.75,False,True,False,False,True,False,True,False,False,False,False,False,False,4,6,6,7,0,0,0,0,0,0
3188,3,Berdych,Stakhovsky,Berdych,6,88,4890,619,1.06,10.0,False,True,False,False,True,False,True,False,False,False,False,False,False,6,2,6,1,0,0,0,0,0,0
3189,3,Davydenko,Tsonga,Tsonga,63,10,735,2785,3.75,1.25,False,True,False,False,True,False,True,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0
3190,3,Youzhny,Ward,Youzhny,15,177,2100,291,1.12,6.0,False,True,False,False,True,False,True,False,False,False,False,False,False,6,1,7,6,0,0,0,0,0,0
3191,3,Stepanek,Federer,Federer,48,8,925,4305,10.0,1.06,False,True,False,False,True,False,True,False,False,False,False,False,False,2,6,7,6,3,6,0,0,0,0
3192,3,Djokovic,Bautista,Djokovic,2,51,10580,885,1.02,17.0,False,True,False,False,True,False,True,False,False,False,False,False,False,6,1,6,3,0,0,0,0,0,0
3193,3,Jaziri,Kohlschreiber,Kohlschreiber,137,26,412,1375,6.5,1.11,False,True,False,False,True,False,False,False,False,True,False,False,False,2,6,3,6,0,0,0,0,0,0
3194,3,Djokovic,Youzhny,Djokovic,2,15,10580,2100,1.03,15.0,False,True,False,False,True,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0
3195,3,Tsonga,Berdych,Berdych,10,6,2785,4890,3.25,1.33,False,True,False,False,True,False,False,False,False,True,False,False,False,4,6,3,6,0,0,0,0,0,0
3196,3,Federer,Rosol,Federer,8,49,4305,906,1.07,9.0,False,True,False,False,True,False,False,False,False,True,False,False,False,6,2,6,2,0,0,0,0,0,0
3197,3,Kohlschreiber,Berdych,Berdych,26,6,1375,4890,5.5,1.14,False,True,False,False,True,False,False,False,False,False,False,True,False,5,7,5,7,0,0,0,0,0,0
3198,3,Federer,Djokovic,Federer,8,2,4305,10580,4.33,1.22,False,True,False,False,True,False,False,False,False,False,False,True,False,3,6,6,3,6,2,0,0,0,0
3199,3,Berdych,Federer,Federer,6,8,4890,4305,2.2,1.66,False,True,False,False,True,False,False,False,False,False,False,False,True,6,3,4,6,3,6,0,0,0,0
3200,3,Pella,Mayer,Pella,113,59,513,764,2.37,1.53,True,False,True,False,False,True,False,False,False,False,False,False,False,7,6,6,7,7,6,0,0,0,0
3201,3,Haase,Souza,Souza,45,129,957,458,1.38,2.87,True,False,True,False,False,True,False,False,False,False,False,False,False,5,7,4,6,0,0,0,0,0,0
3202,3,Zeballos,Cuevas,Zeballos,116,197,500,260,2.37,1.53,True,False,True,False,False,True,False,False,False,False,False,False,False,7,6,3,6,6,3,0,0,0,0
3203,3,Bedene,Montanes,Montanes,103,68,548,726,1.9,1.8,True,False,True,False,False,True,False,False,False,False,False,False,False,2,6,2,6,0,0,0,0,0,0
3204,3,Delbonis,Volandri,Delbonis,61,82,744,658,1.25,3.75,True,False,True,False,False,True,False,False,False,False,False,False,False,6,1,6,2,0,0,0,0,0,0
3205,3,Reister,Haider-Maurer,Haider-Maurer,109,110,524,521,1.66,2.1,True,False,True,False,False,True,False,False,False,False,False,False,False,2,6,6,4,1,6,0,0,0,0
3206,3,Dutra,Garcia-Lopez,Dutra,147,52,367,861,2.37,1.53,True,False,True,False,False,True,False,False,False,False,False,False,False,1,6,7,5,6,3,0,0,0,0
3207,3,Riba,Lorenzi,Lorenzi,127,114,468,512,2.5,1.5,True,False,True,False,False,True,False,False,False,False,False,False,False,5,7,3,6,0,0,0,0,0,0
3208,3,Klizan,Clezar,Klizan,97,166,579,321,1.4,2.75,True,False,True,False,False,True,False,False,False,False,False,False,False,6,4,6,3,0,0,0,0,0,0
3209,3,Gonzalez,Starace,Starace,76,152,676,354,2.25,1.57,True,False,True,False,False,True,False,False,False,False,False,False,False,6,4,2,6,3,6,0,0,0,0
3210,3,Bellucci,Giraldo,Bellucci,108,58,532,773,1.5,2.5,True,False,True,False,False,True,False,False,False,False,False,False,False,4,6,7,5,6,3,0,0,0,0
3211,3,Elias,Ramos,Ramos,169,86,302,623,3.0,1.36,True,False,True,False,False,True,False,False,False,False,False,False,False,3,6,6,3,2,6,0,0,0,0
3212,3,Zeballos,Pella,Zeballos,116,113,500,513,2.25,1.57,True,False,True,False,False,False,True,False,False,False,False,False,False,6,3,6,4,0,0,0,0,0,0
3213,3,Almagro,Delbonis,Delbonis,17,61,1930,744,1.3,3.4,True,False,True,False,False,False,True,False,False,False,False,False,False,6,3,3,6,2,6,0,0,0,0
3214,3,Montanes,Souza,Montanes,68,129,726,458,1.5,2.5,True,False,True,False,False,False,True,False,False,False,False,False,False,6,4,2,3,0,0,0,0,0,0
3215,3,Starace,Haas,Haas,152,12,354,2435,2.75,1.4,True,False,True,False,False,False,True,False,False,False,False,False,False,6,7,3,6,0,0,0,0,0,0
3216,3,Monaco,Ramos,Monaco,43,86,1000,623,1.83,1.83,True,False,True,False,False,False,True,False,False,False,False,False,False,7,6,2,6,7,5,0,0,0,0
3217,3,Dutra,Lorenzi,Lorenzi,147,114,367,512,2.5,1.5,True,False,True,False,False,False,True,False,False,False,False,False,False,4,6,3,6,0,0,0,0,0,0
3218,3,Klizan,Granollers,Klizan,97,229,579,216,2.0,1.72,True,False,True,False,False,False,True,False,False,False,False,False,False,6,4,6,3,0,0,0,0,0,0
3219,3,Haider-Maurer,Bellucci,Bellucci,110,108,521,532,4.0,1.22,True,False,True,False,False,False,True,False,False,False,False,False,False,6,7,7,5,3,6,0,0,0,0
3220,3,Lorenzi,Monaco,Lorenzi,114,43,512,1000,2.75,1.4,True,False,True,False,False,False,False,False,False,True,False,False,False,7,6,6,7,6,4,0,0,0,0
3221,3,Montanes,Delbonis,Delbonis,68,61,726,744,3.0,1.36,True,False,True,False,False,False,False,False,False,True,False,False,False,4,6,3,6,0,0,0,0,0,0
3222,3,Haas,Zeballos,Haas,12,116,2435,500,1.28,3.5,True,False,True,False,False,False,False,False,False,True,False,False,False,6,3,5,7,6,2,0,0,0,0
3223,3,Klizan,Bellucci,Bellucci,97,108,579,532,2.25,1.57,True,False,True,False,False,False,False,False,False,True,False,False,False,3,6,3,6,0,0,0,0,0,0
3224,3,Lorenzi,Haas,Lorenzi,114,12,512,2435,3.4,1.33,True,False,True,False,False,False,False,False,False,False,False,True,False,6,3,3,2,0,0,0,0,0,0
3225,3,Bellucci,Delbonis,Delbonis,108,61,532,744,2.1,1.72,True,False,True,False,False,False,False,False,False,False,False,True,False,4,6,7,6,4,6,0,0,0,0
3226,3,Delbonis,Lorenzi,Delbonis,61,114,744,512,1.44,2.75,True,False,True,False,False,False,False,False,False,False,False,False,True,4,6,6,3,6,4,0,0,0,0
3227,3,Delbonis,Falla,Falla,44,75,994,682,2.5,1.5,False,True,False,False,True,True,False,False,False,False,False,False,False,3,6,4,6,0,0,0,0,0,0
3228,3,Smyczek,Sock,Smyczek,105,102,545,562,2.25,1.57,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,1,6,6,4,0,0,0,0
3229,3,Kubot,Stakhovsky,Stakhovsky,82,83,651,631,2.62,1.44,False,True,False,False,True,True,False,False,False,False,False,False,False,4,6,5,7,0,0,0,0,0,0
3230,3,Roger-Vasselin,Becker,Roger-Vasselin,42,90,1003,605,1.36,3.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,6,2,0,0,0,0,0,0
3231,3,Young,Russell,Russell,81,107,657,537,1.72,2.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,1,6,2,6,0,0,0,0
3232,3,Stepanek,Istomin,Stepanek,50,56,925,830,2.37,1.53,False,True,False,False,True,True,False,False,False,False,False,False,False,6,1,3,6,6,1,0,0,0,0
3233,3,Sijsling,Vesely,Vesely,55,77,846,667,1.44,2.62,False,True,False,False,True,True,False,False,False,False,False,False,False,6,3,4,6,6,7,0,0,0,0
3234,3,Rosol,Lajovic,Rosol,47,93,951,596,1.61,2.2,False,True,False,False,True,True,False,False,False,False,False,False,False,6,7,7,5,6,4,0,0,0,0
3235,3,Gimeno-Traver,Giraldo,Giraldo,97,71,582,703,2.75,1.4,False,True,False,False,True,True,False,False,False,False,False,False,False,3,6,6,4,4,6,0,0,0,0
3236,3,Monaco,Polansky,Monaco,43,143,1000,394,1.72,2.0,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,6,7,6,4,0,0,0,0
3237,3,Ebden,Hewitt,Hewitt,62,41,741,1020,3.75,1.25,False,True,False,False,True,True,False,False,False,False,False,False,False,6,7,6,3,3,6,0,0,0,0
3238,3,Chardy,Williams,Chardy,48,153,940,366,1.36,3.0,False,True,False,False,True,True,False,False,False,False,False,False,False,7,6,7,5,0,0,0,0,0,0
3239,3,Ginepri,Mathieu,Mathieu,311,123,144,477,2.37,1.53,False,True,False,False,True,True,False,False,False,False,False,False,False,2,6,3,6,0,0,0,0,0,0
3240,3,Harrison,Golubev,Harrison,117,70,496,705,1.57,2.25,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,7,5,0,0,0,0,0,0
3241,3,Bogomolov,Karlovic,Karlovic,92,51,598,897,3.25,1.33,False,True,False,False,True,True,False,False,False,False,False,False,False,4,6,4,6,0,0,0,0,0,0
3242,3,Querrey,Kuznetsov,Querrey,57,127,800,451,1.3,3.4,False,True,False,False,True,True,False,False,False,False,False,False,False,6,3,6,3,0,0,0,0,0,0
3243,3,Kamke,Lu,Lu,94,49,591,930,2.0,1.72,False,True,False,False,True,True,False,False,False,False,False,False,False,0,6,4,6,0,0,0,0,0,0
3244,3,Kukushkin,Groth,Kukushkin,58,176,781,285,1.53,2.37,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,2,6,7,6,0,0,0,0
3245,3,Nedovyesov,Sousa,Sousa,79,45,661,991,2.75,1.4,False,True,False,False,True,True,False,False,False,False,False,False,False,4,6,1,6,0,0,0,0,0,0
3246,3,Benneteau,Munoz-De,Benneteau,65,287,730,157,1.18,4.5,False,True,False,False,True,True,False,False,False,False,False,False,False,3,6,6,1,6,3,0,0,0,0
3247,3,Mahut,Gabashvili,Gabashvili,39,60,1042,761,1.57,2.25,False,True,False,False,True,True,False,False,False,False,False,False,False,2,6,5,7,0,0,0,0,0,0
3248,3,Gonzalez,Mannarino,Gonzalez,91,66,602,726,3.0,1.36,False,True,False,False,True,True,False,False,False,False,False,False,False,5,7,6,4,7,6,0,0,0,0
3249,3,Klahn,Matosevic,Matosevic,64,69,731,709,2.25,1.57,False,True,False,False,True,True,False,False,False,False,False,False,False,4,6,4,6,0,0,0,0,0,0
3250,3,Hanescu,Robert,Hanescu,87,96,616,586,1.8,1.9,False,True,False,False,True,True,False,False,False,False,False,False,False,7,5,3,6,6,4,0,0,0,0
3251,3,Johnson,Bautista,Bautista,119,53,492,885,3.0,1.36,False,True,False,False,True,True,False,False,False,False,False,False,False,3,6,3,6,0,0,0,0,0,0
3252,3,Zeballos,Ram,Zeballos,126,141,455,402,1.9,1.8,False,True,False,False,True,True,False,False,False,False,False,False,False,6,3,7,6,0,0,0,0,0,0
3253,3,Sela,Lopez,Lopez,61,37,748,1100,2.5,1.5,False,True,False,False,True,True,False,False,False,False,False,False,False,5,7,3,6,0,0,0,0,0,0
3254,3,Lorenzi,Carreno-Busta,Lorenzi,100,63,572,733,1.83,1.83,False,True,False,False,True,True,False,False,False,False,False,False,False,3,6,6,1,6,2,0,0,0,0
3255,3,Kosakowski,Thiem,Thiem,366,101,114,567,3.0,1.36,False,True,False,False,True,True,False,False,False,False,False,False,False,2,6,6,7,0,0,0,0,0,0
3256,3,Haase,Smith,Haase,46,219,957,231,1.28,3.5,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,6,4,0,0,0,0,0,0
3257,3,Brands,Nieminen,Nieminen,84,40,629,1020,2.0,1.72,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,2,6,2,6,0,0,0,0
3258,3,Davydenko,Goffin,Davydenko,73,95,690,587,1.44,2.62,False,True,False,False,True,True,False,False,False,False,False,False,False,7,6,4,6,7,6,0,0,0,0
3259,3,Janowicz,Falla,Falla,20,75,1750,682,1.36,3.0,False,True,False,False,True,False,True,False,False,False,False,False,False,3,6,6,2,6,7,0,0,0,0
3260,3,Haas,Chardy,Haas,12,48,2435,940,1.9,1.8,False,True,False,False,True,False,True,False,False,False,False,False,False,6,3,6,4,0,0,0,0,0,0
3261,3,Hewitt,Anderson,Anderson,41,18,1020,1940,3.0,1.36,False,True,False,False,True,False,True,False,False,False,False,False,False,6,7,4,6,0,0,0,0,0,0
3262,3,Murray,Rosol,Murray,6,47,4885,951,1.05,11.0,False,True,False,False,True,False,True,False,False,False,False,False,False,4,6,6,3,6,2,0,0,0,0
3263,3,Querrey,Seppi,Seppi,57,32,800,1195,1.61,2.2,False,True,False,False,True,False,True,False,False,False,False,False,False,6,4,6,7,3,6,0,0,0,0
3264,3,Dolgopolov,Smyczek,Dolgopolov,31,105,1205,545,1.16,5.0,False,True,False,False,True,False,True,False,False,False,False,False,False,7,6,6,4,0,0,0,0,0,0
3265,3,Monaco,Tursunov,Tursunov,43,30,1000,1212,2.5,1.5,False,True,False,False,True,False,True,False,False,False,False,False,False,6,7,4,6,0,0,0,0,0,0
3266,3,Vesely,Andujar,Vesely,77,35,667,1141,2.2,1.61,False,True,False,False,True,False,True,False,False,False,False,False,False,6,1,2,6,6,1,0,0,0,0
3267,3,Roger-Vasselin,Raonic,Raonic,42,11,1003,2485,2.62,1.44,False,True,False,False,True,False,True,False,False,False,False,False,False,6,7,6,4,6,7,0,0,0,0
3268,3,Federer,Mathieu,Federer,8,123,4625,477,1.02,17.0,False,True,False,False,True,False,True,False,False,False,False,False,False,6,2,7,6,0,0,0,0,0,0
3269,3,Karlovic,Wawrinka,Wawrinka,51,3,897,5650,4.5,1.18,False,True,False,False,True,False,True,False,False,False,False,False,False,3,6,5,7,0,0,0,0,0,0
3270,3,Fognini,Harrison,Fognini,14,117,2230,496,1.4,2.75,False,True,False,False,True,False,True,False,False,False,False,False,False,5,7,6,1,6,4,0,0,0,0
3271,3,Giraldo,Nishikori,Nishikori,71,21,703,1715,4.0,1.22,False,True,False,False,True,False,True,False,False,False,False,False,False,1,6,3,6,0,0,0,0,0,0
3272,3,Nadal,Stepanek,Nadal,1,50,14085,925,1.04,13.0,False,True,False,False,True,False,True,False,False,False,False,False,False,2,6,6,4,7,5,0,0,0,0
3273,3,Stakhovsky,Monfils,Monfils,83,25,631,1475,4.0,1.22,False,True,False,False,True,False,True,False,False,False,False,False,False,2,6,4,6,0,0,0,0,0,0
3274,3,Bautista,Berdych,Bautista,53,5,885,4890,6.5,1.11,False,True,False,False,True,False,True,False,False,False,False,False,False,4,6,6,2,6,4,0,0,0,0
3275,3,Lorenzi,Cilic,Cilic,100,26,572,1455,7.0,1.1,False,True,False,False,True,False,True,False,False,False,False,False,False,2,6,2,6,0,0,0,0,0,0
3276,3,Gonzalez,Dodig,Gonzalez,91,34,602,1145,5.5,1.14,False,True,False,False,True,False,True,False,False,False,False,False,False,6,4,2,6,7,6,0,0,0,0
3277,3,Pospisil,Kukushkin,Kukushkin,27,58,1359,781,1.72,2.0,False,True,False,False,True,False,True,False,False,False,False,False,False,0,6,2,6,0,0,0,0,0,0
3278,3,Lu,Kohlschreiber,Lu,49,24,930,1510,3.5,1.28,False,True,False,False,True,False,True,False,False,False,False,False,False,6,2,6,2,0,0,0,0,0,0
3279,3,Davydenko,Isner,Isner,73,13,690,2320,2.62,1.44,False,True,False,False,True,False,True,False,False,False,False,False,False,6,7,3,6,0,0,0,0,0,0
3280,3,Robredo,Matosevic,Robredo,17,69,2005,709,1.5,2.5,False,True,False,False,True,False,True,False,False,False,False,False,False,7,6,5,7,6,4,0,0,0,0
3281,3,Simon,Thiem,Thiem,23,101,1565,567,1.5,2.5,False,True,False,False,True,False,True,False,False,False,False,False,False,6,7,2,6,0,0,0,0,0,0
3282,3,Lopez,Ward,Lopez,37,160,1100,336,1.18,4.5,False,True,False,False,True,False,True,False,False,False,False,False,False,3,6,6,2,6,4,0,0,0,0
3283,3,Sousa,Gulbis,Gulbis,45,22,991,1616,5.5,1.14,False,True,False,False,True,False,True,False,False,False,False,False,False,3,6,3,6,0,0,0,0,0,0
3284,3,Gasquet,Gabashvili,Gasquet,9,60,2950,761,1.08,8.0,False,True,False,False,True,False,True,False,False,False,False,False,False,6,0,2,0,0,0,0,0,0,0
3285,3,Zeballos,Verdasco,Verdasco,126,33,455,1190,4.5,1.18,False,True,False,False,True,False,True,False,False,False,False,False,False,5,7,5,7,0,0,0,0,0,0
