,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Court_Indoor,Court_Outdoor,Surface_Clay,Surface_Grass,Surface_Hard,Round_1st Round,Round_2nd Round,Round_3rd Round,Round_4th Round,Round_Quarterfinals,Round_Round Robin,Round_Semifinals,Round_The Final,player1_round1,player2_round1,player1_round2,player2_round2,player1_round3,player2_round3,player1_round4,player2_round4,player1_round5,player2_round5
12031,5,Young,Nadal,Nadal,43,2,970,7285,11.0,1.05,False,True,False,True,False,False,True,False,False,False,False,False,False,4,6,2,6,5,7,0,0,0,0
12032,5,Ferrer,Darcis,Ferrer,39,61,1005,831,1.4,3.0,False,True,False,True,False,False,True,False,False,False,False,False,False,3,0,0,0,0,0,0,0,0,0
12033,5,Baghdatis,Dimitrov,Dimitrov,65,11,745,3070,5.5,1.14,False,True,False,True,False,False,True,False,False,False,False,False,False,3,6,2,6,1,6,0,0,0,0
12034,5,Sela,Isner,Sela,90,21,615,1930,4.5,1.2,False,True,False,True,False,False,True,False,False,False,False,False,False,6,7,7,6,5,7,7,6,6,3
12035,5,Kukushkin,Zverev,Zverev,118,30,465,1396,4.5,1.2,False,True,False,True,False,False,True,False,False,False,False,False,False,1,6,2,6,6,2,6,3,4,6
12036,5,Gulbis,Del,Gulbis,589,32,50,1325,6.0,1.12,False,True,False,True,False,False,True,False,False,False,False,False,False,6,4,6,4,7,6,0,0,0,0
12037,5,Edmund,Monfils,Monfils,50,14,898,2695,4.33,1.22,False,True,False,True,False,False,True,False,False,False,False,False,False,6,7,4,6,4,6,0,0,0,0
12038,5,Djokovic,Pavlasek,Djokovic,4,136,6055,415,1.01,26.0,False,True,False,True,False,False,True,False,False,False,False,False,False,6,2,6,2,6,1,0,0,0,0
12039,5,Sugita,Mannarino,Mannarino,44,51,967,896,1.8,2.0,False,True,False,True,False,False,True,False,False,False,False,False,False,1,6,7,5,6,4,6,7,2,6
12040,5,Thiem,Simon,Thiem,8,36,3895,1095,1.22,4.33,False,True,False,True,False,False,True,False,False,False,False,False,False,5,7,6,4,6,2,6,4,0,0
12041,5,Harrison,Berdych,Berdych,41,15,993,2570,6.0,1.12,False,True,False,True,False,False,True,False,False,False,False,False,False,4,6,3,6,7,6,3,6,0,0
12042,5,Raonic,Youzhny,Raonic,7,82,4150,640,1.05,11.0,False,True,False,True,False,False,True,False,False,False,False,False,False,3,6,7,6,6,4,7,5,0,0
12043,5,Rublev,Ramos-Vinolas,Ramos-Vinolas,95,22,585,1885,2.3,1.61,False,True,False,True,False,False,True,False,False,False,False,False,False,5,7,7,6,6,4,3,6,4,6
12044,5,Donaldson,Lorenzi,Donaldson,67,33,730,1188,1.57,2.37,False,True,False,True,False,False,True,False,False,False,False,False,False,6,4,7,6,6,7,6,2,0,0
12045,5,Tiafoe,Zverev,Zverev,64,12,756,3070,8.0,1.08,False,True,False,True,False,False,True,False,False,False,False,False,False,3,6,4,6,3,6,0,0,0,0
12046,5,Federer,Lajovic,Federer,5,79,5265,661,1.01,26.0,False,True,False,True,False,False,True,False,False,False,False,False,False,7,6,6,3,6,2,0,0,0,0
12047,5,Sock,Ofner,Ofner,18,216,2335,248,1.12,6.0,False,True,False,True,False,False,True,False,False,False,False,False,False,3,6,4,6,6,3,6,2,2,6
12048,5,Bautista,Nishikori,Bautista,19,9,2155,3830,3.0,1.4,False,True,False,True,False,False,False,True,False,False,False,False,False,6,4,7,6,3,6,6,3,0,0
12049,5,Bedene,Muller,Muller,58,26,853,1675,3.0,1.4,False,True,False,True,False,False,False,True,False,False,False,False,False,6,7,5,7,4,6,0,0,0,0
12050,5,Cilic,Johnson,Cilic,6,31,4235,1395,1.14,5.5,False,True,False,True,False,False,False,True,False,False,False,False,False,6,4,7,6,6,4,0,0,0,0
12051,5,Janowicz,Paire,Paire,141,46,400,960,1.72,2.1,False,True,False,True,False,False,False,True,False,False,False,False,False,2,6,6,7,3,6,0,0,0,0
12052,5,Nadal,Khachanov,Nadal,2,34,7285,1176,1.06,10.0,False,True,False,True,False,False,False,True,False,False,False,False,False,6,1,6,4,7,6,0,0,0,0
12053,5,Fognini,Murray,Murray,29,1,1430,9390,8.0,1.08,False,True,False,True,False,False,False,True,False,False,False,False,False,2,6,6,4,1,6,5,7,0,0
12054,5,Anderson,Bemelmans,Anderson,42,124,970,457,1.11,6.5,False,True,False,True,False,False,False,True,False,False,False,False,False,7,6,6,4,7,6,0,0,0,0
12055,5,Sela,Dimitrov,Dimitrov,90,11,615,3070,11.0,1.05,False,True,False,True,False,False,False,True,False,False,False,False,False,1,6,1,6,0,0,0,0,0,0
12056,5,Mannarino,Monfils,Mannarino,51,14,896,2695,4.5,1.2,False,True,False,True,False,False,False,True,False,False,False,False,False,7,6,4,6,5,7,6,3,6,2
12057,5,Ramos-Vinolas,Raonic,Raonic,22,7,1885,4150,7.0,1.1,False,True,False,True,False,False,False,True,False,False,False,False,False,6,7,4,6,5,7,0,0,0,0
12058,5,Querrey,Tsonga,Querrey,28,10,1495,3075,3.4,1.33,False,True,False,True,False,False,False,True,False,False,False,False,False,6,2,3,6,7,6,1,6,7,5
12059,5,Ferrer,Berdych,Berdych,39,15,1005,2570,5.0,1.16,False,True,False,True,False,False,False,True,False,False,False,False,False,3,6,4,6,3,6,0,0,0,0
12060,5,Djokovic,Gulbis,Djokovic,4,589,6055,50,1.07,9.0,False,True,False,True,False,False,False,True,False,False,False,False,False,6,4,6,1,7,6,0,0,0,0
12061,5,Ofner,Zverev,Zverev,216,12,248,3070,13.0,1.04,False,True,False,True,False,False,False,True,False,False,False,False,False,4,6,4,6,2,6,0,0,0,0
12062,5,Thiem,Donaldson,Thiem,8,67,3895,730,1.11,6.5,False,True,False,True,False,False,False,True,False,False,False,False,False,7,5,6,4,6,2,0,0,0,0
12063,3,Zverev,Federer,Federer,30,5,1396,5265,15.0,1.03,False,True,False,True,False,False,False,True,False,False,False,False,False,6,7,4,6,4,6,0,0,0,0
12064,5,Cilic,Bautista,Cilic,6,19,4235,2155,1.2,4.5,False,True,False,True,False,False,False,False,True,False,False,False,False,6,2,6,2,6,2,0,0,0,0
12065,5,Anderson,Querrey,Querrey,42,28,970,1495,1.72,2.1,False,True,False,True,False,False,False,False,True,False,False,False,False,7,5,6,7,3,6,7,6,3,6
12066,5,Murray,Paire,Murray,1,46,9390,960,1.1,7.0,False,True,False,True,False,False,False,False,True,False,False,False,False,7,6,6,4,6,4,0,0,0,0
12067,5,Thiem,Berdych,Berdych,8,15,3895,2570,2.0,1.8,False,True,False,True,False,False,False,False,True,False,False,False,False,3,6,7,6,3,6,6,3,3,6
12068,5,Muller,Nadal,Muller,26,2,1675,7285,6.5,1.11,False,True,False,True,False,False,False,False,True,False,False,False,False,6,3,6,4,3,6,4,6,15,13
12069,5,Zverev,Raonic,Raonic,12,7,3070,4150,2.1,1.72,False,True,False,True,False,False,False,False,True,False,False,False,False,6,4,5,7,6,4,5,7,1,6
12070,5,Federer,Dimitrov,Federer,5,11,5265,3070,1.14,5.5,False,True,False,True,False,False,False,False,True,False,False,False,False,6,4,6,2,6,4,0,0,0,0
12071,5,Mannarino,Djokovic,Djokovic,51,4,896,6055,15.0,1.03,False,True,False,True,False,False,False,False,True,False,False,False,False,2,6,6,7,4,6,0,0,0,0
12072,5,Cilic,Muller,Cilic,6,26,4235,1675,1.2,4.5,False,True,False,True,False,False,False,False,False,True,False,False,False,3,6,7,6,7,5,5,7,6,1
12073,5,Murray,Querrey,Querrey,1,28,9390,1495,1.16,5.0,False,True,False,True,False,False,False,False,False,True,False,False,False,6,3,4,6,7,6,1,6,1,6
12074,5,Federer,Raonic,Federer,5,7,5265,4150,1.2,4.5,False,True,False,True,False,False,False,False,False,True,False,False,False,6,4,6,2,7,6,0,0,0,0
12075,5,Djokovic,Berdych,Berdych,4,15,6055,2570,1.25,4.0,False,True,False,True,False,False,False,False,False,True,False,False,False,6,7,0,2,0,0,0,0,0,0
12076,5,Cilic,Querrey,Cilic,6,28,4235,1495,1.28,3.75,False,True,False,True,False,False,False,False,False,False,False,True,False,6,7,6,4,7,6,7,5,0,0
12077,5,Berdych,Federer,Federer,15,5,2570,5265,7.0,1.1,False,True,False,True,False,False,False,False,False,False,False,True,False,6,7,6,7,4,6,0,0,0,0
12078,5,Federer,Cilic,Federer,5,6,5265,4235,1.22,4.5,False,True,False,True,False,False,False,False,False,False,False,False,True,6,3,6,1,6,4,0,0,0,0
12079,3,Ymer,Laaksonen,Laaksonen,337,100,136,534,2.62,1.44,False,True,True,False,False,True,False,False,False,False,False,False,False,6,7,5,7,0,0,0,0,0,0
12080,3,Bagnis,Haas,Bagnis,113,243,497,205,1.5,2.5,False,True,True,False,False,True,False,False,False,False,False,False,False,6,7,6,3,6,2,0,0,0,0
12081,3,Struff,Kuznetsov,Kuznetsov,52,88,883,596,1.9,1.8,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,4,6,0,0,0,0,0,0
12082,3,Monteiro,Lajovic,Monteiro,103,61,524,756,3.0,1.36,False,True,True,False,False,True,False,False,False,False,False,False,False,6,3,0,0,0,0,0,0,0,0
12083,3,Bellucci,Brown,Brown,65,93,702,560,1.53,2.37,False,True,True,False,False,True,False,False,False,False,False,False,False,4,6,3,6,0,0,0,0,0,0
12084,3,Schwartzman,Marterer,Schwartzman,38,117,1085,467,1.33,3.25,False,True,True,False,False,True,False,False,False,False,False,False,False,6,1,6,3,0,0,0,0,0,0
12085,3,Mayer,Dolgopolov,Dolgopolov,134,89,411,596,1.83,1.83,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,2,6,0,0,0,0,0,0
12086,3,Gulbis,De,Gulbis,348,115,130,475,1.72,2.0,False,True,True,False,False,True,False,False,False,False,False,False,False,4,6,6,3,6,2,0,0,0,0
12087,3,Delbonis,Ferrer,Ferrer,84,46,613,960,2.1,1.66,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,4,6,0,0,0,0,0,0
12088,3,Zeballos,Basilashvili,Zeballos,56,51,821,886,1.53,2.37,False,True,True,False,False,True,False,False,False,False,False,False,False,6,3,6,3,0,0,0,0,0,0
12089,3,Ymer,Verdasco,Verdasco,237,39,216,1070,3.75,1.25,False,True,True,False,False,True,False,False,False,False,False,False,False,6,4,3,6,4,6,0,0,0,0
12090,3,Schwartzman,Olivo,Schwartzman,38,119,1085,462,1.18,4.5,False,True,True,False,False,False,True,False,False,False,False,False,False,6,4,6,1,0,0,0,0,0,0
12091,3,Carreno,Kuznetsov,Kuznetsov,16,88,2350,596,1.61,2.2,False,True,True,False,False,False,True,False,False,False,False,False,False,6,4,6,7,0,3,0,0,0,0
12092,3,Laaksonen,Cuevas,Laaksonen,100,29,534,1425,4.0,1.22,False,True,True,False,False,False,True,False,False,False,False,False,False,6,4,6,3,0,0,0,0,0,0
12093,3,Brown,Ferrer,Ferrer,93,46,560,960,4.0,1.22,False,True,True,False,False,False,True,False,False,False,False,False,False,2,6,3,6,0,0,0,0,0,0
12094,3,Khachanov,Gulbis,Khachanov,33,348,1249,130,1.5,2.5,False,True,True,False,False,False,True,False,False,False,False,False,False,4,6,7,6,6,3,0,0,0,0
12095,3,Zeballos,Dolgopolov,Dolgopolov,56,89,821,596,2.25,1.57,False,True,True,False,False,False,True,False,False,False,False,False,False,4,6,4,6,0,0,0,0,0,0
12096,3,Verdasco,Bagnis,Verdasco,39,113,1070,497,1.25,3.75,False,True,True,False,False,False,True,False,False,False,False,False,False,6,3,6,2,0,0,0,0,0,0
12097,3,Monteiro,Ramos-Vinolas,Ramos-Vinolas,103,24,524,1725,4.0,1.22,False,True,True,False,False,False,True,False,False,False,False,False,False,6,3,4,6,3,6,0,0,0,0
12098,3,Kuznetsov,Schwartzman,Kuznetsov,88,38,596,1085,2.5,1.53,False,True,True,False,False,False,False,False,False,True,False,False,False,6,3,6,3,0,0,0,0,0,0
12099,3,Khachanov,Dolgopolov,Dolgopolov,33,89,1249,596,2.0,1.8,False,True,True,False,False,False,False,False,False,True,False,False,False,6,7,6,3,6,7,0,0,0,0
12100,3,Verdasco,Ramos-Vinolas,Verdasco,39,24,1070,1725,1.72,2.1,False,True,True,False,False,False,False,False,False,True,False,False,False,6,3,6,2,0,0,0,0,0,0
12101,3,Laaksonen,Ferrer,Ferrer,100,46,534,960,5.0,1.16,False,True,True,False,False,False,False,False,False,True,False,False,False,5,7,6,3,6,7,0,0,0,0
12102,3,Dolgopolov,Kuznetsov,Dolgopolov,89,88,596,596,2.3,1.61,False,True,True,False,False,False,False,False,False,False,False,True,False,6,3,6,2,0,0,0,0,0,0
12103,3,Verdasco,Ferrer,Ferrer,39,46,1070,960,1.53,2.5,False,True,True,False,False,False,False,False,False,False,False,True,False,1,6,7,6,4,6,0,0,0,0
12104,3,Ferrer,Dolgopolov,Ferrer,46,89,960,596,1.72,2.1,False,True,True,False,False,False,False,False,False,False,False,False,True,6,4,6,4,0,0,0,0,0,0
12105,3,Chiudinelli,Novikov,Novikov,211,203,243,257,2.75,1.4,False,True,False,True,False,True,False,False,False,False,False,False,False,1,6,3,6,0,0,0,0,0,0
12106,3,Kudla,Krueger,Kudla,178,186,295,283,1.2,4.33,False,True,False,True,False,True,False,False,False,False,False,False,False,6,4,5,7,6,0,0,0,0,0
12107,3,Kwiatkowski,Gojowczyk,Gojowczyk,622,131,42,418,7.0,1.08,False,True,False,True,False,True,False,False,False,False,False,False,False,3,6,3,6,0,0,0,0,0,0
12108,3,Kamke,Fritz,Kamke,185,120,283,457,4.0,1.22,False,True,False,True,False,True,False,False,False,False,False,False,False,6,3,6,3,0,0,0,0,0,0
12109,3,Kozlov,Menendez-Maceiras,Menendez-Maceiras,129,140,424,401,1.28,3.5,False,True,False,True,False,True,False,False,False,False,False,False,False,2,6,6,7,0,0,0,0,0,0
12110,3,Fratangelo,Marchenko,Fratangelo,142,112,396,497,1.53,2.37,False,True,False,True,False,True,False,False,False,False,False,False,False,7,6,1,6,6,4,0,0,0,0
12111,3,Estrella,Kravchuk,Kravchuk,108,122,510,447,3.0,1.36,False,True,False,True,False,True,False,False,False,False,False,False,False,4,6,4,6,0,0,0,0,0,0
12112,3,Groth,Krajicek,Groth,201,274,262,187,1.33,3.25,False,True,False,True,False,True,False,False,False,False,False,False,False,6,7,7,6,6,3,0,0,0,0
12113,3,Mmoh,Santillan,Santillan,173,171,313,317,2.2,1.61,False,True,False,True,False,True,False,False,False,False,False,False,False,1,6,2,6,0,0,0,0,0,0
12114,3,Lacko,Opelka,Lacko,127,126,424,428,1.72,2.0,False,True,False,True,False,True,False,False,False,False,False,False,False,7,6,6,4,0,0,0,0,0,0
12115,3,Sandgren,Dancevic,Dancevic,101,422,530,94,1.9,1.8,False,True,False,True,False,True,False,False,False,False,False,False,False,7,6,3,6,2,6,0,0,0,0
12116,3,Ebden,Ram,Ebden,249,235,201,218,1.9,1.8,False,True,False,True,False,True,False,False,False,False,False,False,False,6,1,6,4,0,0,0,0,0,0
12117,3,Kravchuk,Gojowczyk,Gojowczyk,122,131,447,418,2.62,1.44,False,True,False,True,False,False,True,False,False,False,False,False,False,6,2,4,6,4,6,0,0,0,0
12118,3,Karlovic,Kudla,Karlovic,25,178,1595,295,1.22,4.0,False,True,False,True,False,False,True,False,False,False,False,False,False,6,4,6,4,0,0,0,0,0,0
12119,3,Mannarino,Kamke,Kamke,41,185,1006,283,1.22,4.0,False,True,False,True,False,False,True,False,False,False,False,False,False,6,7,5,7,0,0,0,0,0,0
12120,3,Herbert,Menendez-Maceiras,Herbert,72,140,662,401,1.28,3.5,False,True,False,True,False,False,True,False,False,False,False,False,False,7,5,2,6,6,3,0,0,0,0
12121,3,Groth,Isner,Isner,201,21,262,1885,3.4,1.3,False,True,False,True,False,False,True,False,False,False,False,False,False,2,6,4,6,0,0,0,0,0,0
12122,3,Ebden,Lacko,Ebden,249,127,201,424,2.25,1.57,False,True,False,True,False,False,True,False,False,False,False,False,False,6,1,7,6,0,0,0,0,0,0
12123,3,Santillan,Fratangelo,Fratangelo,171,142,317,396,2.0,1.72,False,True,False,True,False,False,True,False,False,False,False,False,False,6,7,6,3,1,6,0,0,0,0
12124,3,Novikov,Dancevic,Novikov,203,422,257,94,1.57,2.25,False,True,False,True,False,False,True,False,False,False,False,False,False,6,3,6,2,0,0,0,0,0,0
12125,3,Kamke,Ebden,Ebden,185,249,283,201,2.3,1.61,False,True,False,True,False,False,False,False,False,True,False,False,False,6,4,6,7,4,6,0,0,0,0
12126,3,Gojowczyk,Karlovic,Gojowczyk,131,25,418,1595,3.25,1.36,False,True,False,True,False,False,False,False,False,True,False,False,False,7,6,6,7,7,6,0,0,0,0
12127,3,Novikov,Isner,Isner,203,21,257,1885,4.5,1.2,False,True,False,True,False,False,False,False,False,True,False,False,False,4,6,4,6,0,0,0,0,0,0
12128,3,Fratangelo,Herbert,Fratangelo,142,72,396,662,2.1,1.72,False,True,False,True,False,False,False,False,False,True,False,False,False,6,2,5,7,6,4,0,0,0,0
12129,3,Gojowczyk,Ebden,Ebden,131,249,418,201,1.61,2.3,False,True,False,True,False,False,False,False,False,False,False,True,False,3,6,3,6,0,0,0,0,0,0
12130,3,Isner,Fratangelo,Isner,21,142,1885,396,1.2,4.5,False,True,False,True,False,False,False,False,False,False,False,True,False,6,2,6,4,0,0,0,0,0,0
12131,3,Ebden,Isner,Isner,249,21,201,1885,5.0,1.14,False,True,False,True,False,False,False,False,False,False,False,False,True,3,6,6,7,0,0,0,0,0,0
12132,3,Cecchinato,Simon,Cecchinato,105,36,519,1095,2.5,1.5,False,True,True,False,False,True,False,False,False,False,False,False,False,6,1,3,6,6,1,0,0,0,0
12133,3,Copil,Dodig,Dodig,85,412,604,97,1.3,3.4,False,True,True,False,False,True,False,False,False,False,False,False,False,4,6,6,7,0,0,0,0,0,0
12134,3,Dutra,Trungelliti,Dutra,533,192,63,277,1.83,1.83,False,True,True,False,False,True,False,False,False,False,False,False,False,6,1,6,2,0,0,0,0,0,0
12135,3,Istomin,Martin,Martin,82,149,624,372,1.61,2.2,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,2,6,0,0,0,0,0,0
12136,3,Giannessi,Polmans,Giannessi,104,207,520,250,1.25,3.75,False,True,True,False,False,True,False,False,False,False,False,False,False,6,7,6,3,6,4,0,0,0,0
12137,3,Gombos,Vesely,Vesely,87,57,600,815,3.5,1.28,False,True,True,False,False,True,False,False,False,False,False,False,False,4,6,0,6,0,0,0,0,0,0
12138,3,De,Paire,De,148,37,377,1095,4.0,1.22,False,True,True,False,False,True,False,False,False,False,False,False,False,6,2,4,6,6,3,0,0,0,0
12139,3,Dzumhur,Balazs,Balazs,79,174,635,313,1.33,3.25,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,6,0,5,7,0,0,0,0
12140,3,Albot,Zekic,Albot,138,350,408,130,1.3,3.4,False,True,True,False,False,True,False,False,False,False,False,False,False,6,4,6,0,0,0,0,0,0,0
12141,3,Berlocq,Rublev,Rublev,78,74,636,647,1.33,3.25,False,True,True,False,False,True,False,False,False,False,False,False,False,2,6,4,6,0,0,0,0,0,0
12142,3,Kicker,Youzhny,Kicker,95,76,543,640,1.83,1.83,False,True,True,False,False,True,False,False,False,False,False,False,False,6,3,7,5,0,0,0,0,0,0
12143,3,Sousa,Bedene,Bedene,63,48,750,930,2.75,1.4,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,6,4,4,6,0,0,0,0
12144,3,Vesely,Albot,Vesely,57,138,815,408,1.2,4.33,False,True,True,False,False,False,True,False,False,False,False,False,False,7,6,6,2,0,0,0,0,0,0
12145,3,Cecchinato,Dodig,Dodig,105,412,519,97,1.4,2.75,False,True,True,False,False,False,True,False,False,False,False,False,False,6,3,6,7,2,6,0,0,0,0
12146,3,Goffin,Balazs,Goffin,14,174,2605,313,1.11,6.5,False,True,True,False,False,False,True,False,False,False,False,False,False,6,4,6,7,6,2,0,0,0,0
12147,3,Bedene,Lorenzi,Lorenzi,48,34,930,1223,1.4,2.75,False,True,True,False,False,False,True,False,False,False,False,False,False,5,7,3,6,0,0,0,0,0,0
12148,3,Fognini,Kicker,Fognini,27,95,1475,543,1.22,4.0,False,True,True,False,False,False,True,False,False,False,False,False,False,6,4,1,6,6,2,0,0,0,0
12149,3,Martin,Rublev,Rublev,149,74,372,647,2.75,1.4,False,True,True,False,False,False,True,False,False,False,False,False,False,6,7,5,7,0,0,0,0,0,0
12150,3,Dutra,Monfils,Dutra,533,13,63,2775,4.5,1.18,False,True,True,False,False,False,True,False,False,False,False,False,False,7,6,4,6,6,3,0,0,0,0
12151,3,De,Giannessi,Giannessi,148,104,377,520,2.25,1.57,False,True,True,False,False,False,True,False,False,False,False,False,False,2,6,6,3,3,6,0,0,0,0
12152,3,Dodig,Goffin,Dodig,412,14,97,2605,6.0,1.12,False,True,True,False,False,False,False,False,False,True,False,False,False,7,5,6,3,0,0,0,0,0,0
12153,3,Dutra,Giannessi,Giannessi,533,104,63,520,1.61,2.3,False,True,True,False,False,False,False,False,False,True,False,False,False,7,6,2,6,5,7,0,0,0,0
12154,3,Rublev,Fognini,Rublev,74,27,647,1475,3.75,1.28,False,True,True,False,False,False,False,False,False,True,False,False,False,6,7,6,2,7,6,0,0,0,0
12155,3,Vesely,Lorenzi,Lorenzi,57,34,815,1223,1.57,2.37,False,True,True,False,False,False,False,False,False,True,False,False,False,6,1,5,7,3,6,0,0,0,0
12156,3,Rublev,Dodig,Rublev,74,412,647,97,1.57,2.37,False,True,True,False,False,False,False,False,False,False,False,True,False,7,6,6,1,0,0,0,0,0,0
12157,3,Giannessi,Lorenzi,Lorenzi,104,34,520,1223,3.75,1.28,False,True,True,False,False,False,False,False,False,False,False,True,False,2,6,6,4,3,6,0,0,0,0
12158,3,Rublev,Lorenzi,Rublev,74,34,647,1223,1.9,1.9,False,True,True,False,False,False,False,False,False,False,False,False,True,6,4,6,2,0,0,0,0,0,0
12159,3,Fabbiano,Lacko,Lacko,89,129,597,424,1.57,2.25,False,True,False,False,True,True,False,False,False,False,False,False,False,1,6,2,6,0,0,0,0,0,0
12160,3,Paul,Chung,Paul,291,53,172,861,3.25,1.33,False,True,False,False,True,True,False,False,False,False,False,False,False,4,6,6,2,6,3,0,0,0,0
12161,3,Escobedo,Donaldson,Donaldson,69,59,690,790,2.25,1.57,False,True,False,False,True,True,False,False,False,False,False,False,False,3,6,1,6,0,0,0,0,0,0
12162,3,Halys,Kozlov,Halys,134,133,413,417,1.72,2.0,False,True,False,False,True,True,False,False,False,False,False,False,False,7,5,7,6,0,0,0,0,0,0
12163,3,Baghdatis,Edmund,Edmund,75,45,645,933,2.5,1.5,False,True,False,False,True,True,False,False,False,False,False,False,False,3,6,5,7,0,0,0,0,0,0
12164,3,Jaziri,Opelka,Jaziri,72,128,655,428,2.1,1.66,False,True,False,False,True,True,False,False,False,False,False,False,False,5,7,7,6,6,1,0,0,0,0
12165,3,Smyczek,Young,Young,194,51,275,870,2.75,1.4,False,True,False,False,True,True,False,False,False,False,False,False,False,4,6,2,6,0,0,0,0,0,0
12166,3,Pospisil,Fratangelo,Pospisil,68,117,697,466,1.5,2.5,False,True,False,False,True,True,False,False,False,False,False,False,False,7,5,4,6,7,6,0,0,0,0
12167,3,Tiafoe,Millman,Millman,60,174,753,314,1.5,2.5,False,True,False,False,True,True,False,False,False,False,False,False,False,7,5,4,6,6,7,0,0,0,0
12168,3,Eubanks,Fritz,Eubanks,461,125,83,444,5.0,1.16,False,True,False,False,True,True,False,False,False,False,False,False,False,7,6,6,4,0,0,0,0,0,0
12169,3,Pella,Gojowczyk,Gojowczyk,97,108,549,508,2.0,1.72,False,True,False,False,True,True,False,False,False,False,False,False,False,6,4,3,6,6,7,0,0,0,0
12170,3,Sela,Kravchuk,Sela,74,124,650,447,1.44,2.62,False,True,False,False,True,True,False,False,False,False,False,False,False,7,5,6,2,0,0,0,0,0,0
12171,3,Jaziri,Paul,Paul,72,291,655,172,1.61,2.2,False,True,False,False,True,False,True,False,False,False,False,False,False,7,6,4,6,3,6,0,0,0,0
12172,3,Muller,Halys,Muller,22,134,1885,413,1.2,4.33,False,True,False,False,True,False,True,False,False,False,False,False,False,6,4,6,7,6,3,0,0,0,0
12173,3,Young,Lacko,Lacko,51,129,870,424,1.4,2.75,False,True,False,False,True,False,True,False,False,False,False,False,False,3,6,1,6,0,0,0,0,0,0
12174,3,Isner,Pospisil,Isner,20,68,2045,697,1.3,3.4,False,True,False,False,True,False,True,False,False,False,False,False,False,6,3,6,4,0,0,0,0,0,0
12175,3,Gojowczyk,Edmund,Edmund,108,45,508,933,3.0,1.36,False,True,False,False,True,False,True,False,False,False,False,False,False,6,2,4,6,5,7,0,0,0,0
12176,3,Harrison,Millman,Harrison,42,174,983,314,1.5,2.5,False,True,False,False,True,False,True,False,False,False,False,False,False,6,7,7,6,7,5,0,0,0,0
12177,3,Donaldson,Eubanks,Eubanks,59,461,790,83,1.22,4.0,False,True,False,False,True,False,True,False,False,False,False,False,False,4,6,6,4,2,6,0,0,0,0
12178,3,Sock,Sela,Sock,19,74,2245,650,1.36,3.0,False,True,False,False,True,False,True,False,False,False,False,False,False,6,4,6,3,0,0,0,0,0,0
12179,3,Paul,Muller,Muller,291,22,172,1885,5.0,1.16,False,True,False,False,True,False,False,False,False,True,False,False,False,3,6,1,6,0,0,0,0,0,0
12180,3,Isner,Lacko,Isner,20,129,2045,424,1.16,5.0,False,True,False,False,True,False,False,False,False,True,False,False,False,7,5,6,4,0,0,0,0,0,0
12181,3,Eubanks,Harrison,Harrison,461,42,83,983,3.75,1.28,False,True,False,False,True,False,False,False,False,True,False,False,False,1,6,2,6,0,0,0,0,0,0
12182,3,Edmund,Sock,Edmund,45,19,933,2245,2.5,1.53,False,True,False,False,True,False,False,False,False,True,False,False,False,6,4,6,1,0,0,0,0,0,0
12183,3,Muller,Isner,Isner,22,20,1885,2045,2.2,1.66,False,True,False,False,True,False,False,False,False,False,False,True,False,4,6,2,6,0,0,0,0,0,0
12184,3,Harrison,Edmund,Harrison,42,45,983,933,2.1,1.72,False,True,False,False,True,False,False,False,False,False,False,True,False,6,7,6,3,6,4,0,0,0,0
12185,3,Harrison,Isner,Isner,42,20,983,2045,3.75,1.28,False,True,False,False,True,False,False,False,False,False,False,False,True,6,7,6,7,0,0,0,0,0,0
12186,3,Gombos,Daniel,Gombos,87,92,600,564,2.2,1.61,False,True,True,False,False,True,False,False,False,False,False,False,False,7,6,6,2,0,0,0,0,0,0
12187,3,Bagnis,Hanfmann,Hanfmann,109,170,508,318,2.1,1.66,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,7,6,4,6,0,0,0,0
12188,3,Istomin,Giustino,Istomin,82,192,624,279,1.5,2.5,False,True,True,False,False,True,False,False,False,False,False,False,False,6,3,6,2,0,0,0,0,0,0
12189,3,Bellier,Sakharov,Sakharov,714,196,30,269,6.0,1.12,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,6,7,0,0,0,0,0,0
12190,3,Albot,Youzhny,Albot,132,85,418,605,1.72,2.0,False,True,True,False,False,True,False,False,False,False,False,False,False,4,6,7,6,7,5,0,0,0,0
12191,3,Giraldo,Sousa,Sousa,99,61,538,750,2.62,1.44,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,3,6,0,0,0,0,0,0
12192,3,Monteiro,Dolgopolov,Monteiro,114,67,487,701,2.62,1.44,False,True,True,False,False,True,False,False,False,False,False,False,False,7,6,3,6,6,3,0,0,0,0
12193,3,Lajovic,Brown,Brown,70,113,686,490,1.57,2.25,False,True,True,False,False,True,False,False,False,False,False,False,False,3,6,6,7,0,0,0,0,0,0
